Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,VLONGOSBALS04-CA,3545,Longos Curato Balsamic Vinegar Gold 6x250ml,Colavita_PL Longos,Active - PL,0,0,0,450,112.5,,,,,,,,,,,,,,- None -,,- None -,- None -,3885,g,0.00060724,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Vinegar Gold 6x250ml,LNBALMVI250C6USA,21.48,0.0000136,0.0000047,0.0000095,13.6,4.7,9.5,1821,224,,7,32,- None -,Pantry,Balsamic Vinegar,6,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,450,450,,,,300,,
- None -,3.5,VIBA.5LT-CA,1185,Colavita Balsamic Vinegar of Modena 2x5L,Colavita_Vinegar,Active,2,3,5,4,3.5,,,18,18,18,18,18,18,5.14,,,,,- None -,,- None -,- None -,11278,g,0.01766492,18,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Balsamic Vinegar of Modena 2x5L,CLBALMPVC5LC4USA,27.54,0.0000322,0.000026,0.0000211,32.2,26,21.1,1821,27,,,,- None -,Pantry,Balsamic Vinegar,2,Retail,1.00392E+13,Yes,Yes,Yes,- None -,14,79,,,,30,,
Do Not Reorder - Sell through/Make Inactive,3.5,OCOSPRGRA-CA,6557,Colavita SPRAY GRAPESEED Oil 6x148ml,Colavita Italy_Oil,Active - Not Sellable,0,0,3,5,2,,,46,46,46,46,46,46,,,,,,- None -,,- None -,- None -,1290,g,0.0038502,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray Grapeseed Oil 6x148ml,CLVISR148C6CAN,12,0.000023,0.0000155,0.0000108,23,15.5,10.8,,240,,4,60,- None -,Pantry,Nut and Seed Oils,6,Retail,1.00392E+13,No,No,No,- None -,8,59,,,,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,VIBAV24-CA,4200,Colavita Balsamic Aged Vinegar IGP 6x250ml,Colavita_Vinegar,Do not Order,3,1,0,3,1.75,,,54,54,54,54,54,54,30.86,,,,,- None -,,- None -,- None -,,- None -,,54,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Aged Vinegar IGP 6x250ml,V24,26.79,,,,,,,1821,126,,7,18,- None -,Pantry,Balsamic Vinegar,6,Retail,1.03915E+13,Yes,No,No,- None -,7,,,,,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,VIBAGLAZEV72-CA,6885,Colavita Balsamic Glaze 6x250ml (Plastic),Colavita_Vinegar,Do not Order,1,13,7,3,6,,,36,36,36,36,36,36,5.67,,,,,- None -,,- None -,- None -,2040,g,0.003432,34,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Glaze 6x250ml (Plastic),V33/6,10.27,0.0000195,0.000011,0.000016,19.5,11,16,,126,,7,18,- None -,Pantry,Balsamic Vinegar,6,Retail,1.00392E+13,Yes,No,No,- None -,24,,2,,,,,
- None -,3.5,OOIL052-CA,6793,O Blood Orange Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,1,3,1,,,165,165,165,165,165,165,,,,,,- None -,,- None -,- None -,2980,g,0.00446208,,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Blood Orange Crushed Olive Oil 6x250ml,CA052CAN,43.89,0.000024,0.0000166,0.0000112,24,16.6,11.2,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,4,67,36,,93,129,,
- None -,3.5,OCOXV.10CAN-CA,1059,Colavita Oil Canola (80) / EV Olive (20) 1x10L (Bag in Box),Colavita USA_Oil,Active,252,191,188,186,204.25,,,584,584,584,584,584,584,2.86,,,,,- None -,320,- None -,- None -,8982,g,0.012616128,584,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,- None -,L58BB,26,0.0000168,0.0000252,0.0000298,16.8,25.2,29.8,546,64,,4,16,- None -,Pantry,Vegetable Oils,,Retail,39153431881,Yes,Yes,Yes,- None -,817,1553,,,,129,,
- None -,3.5,OCOXVCAL-CA,1169,Colavita EV Olive Oil California 6x750ml (Timeless),Colavita USA_Oil,Active,25,538,32,64,164.75,,,325,325,325,325,325,325,1.97,,,,,- None -,,- None -,- None -,7360,g,0.0135135,325,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita EV Olive Oil California 6x750ml (Timeless),L88,39.6,0.000027,0.0000275,0.0000182,27,27.5,18.2,546,120,120,6,20,- None -,Pantry,Olive Oils,6,Retail,1.00392E+13,Yes,Yes,Yes,- None -,659,715,,,,1,,
- None -,3.5,OOIL113-CA,6802,O Sherry Wine Vinegar 6x300ml,Colavita USA_Vinegar,Active,53,40,19,43,38.75,,,41,41,41,41,41,41,1.06,,,,,- None -,,- None -,- None -,3770,g,0.005628928,41,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Sherry Wine Vinegar 6x300ml,CA113CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,No,- None -,155,182,,,,129,,
- None -,3.5,OOIL117-CA,6803,O Yuzu Rice Vinegar 6x300ml,Colavita USA_Vinegar,Active,39,150,117,117,105.75,,,187,187,187,187,187,187,1.53,,,,,- None -,250,- None -,- None -,3710,g,0.005628928,162,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Yuzu Rice Vinegar 6x300ml,CA117CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,423,1696,25,,,129,,
- None -,3.5,OOIL111-CA,6801,O Cabernet Wine Vinegar 6x300ml,Colavita USA_Vinegar,Active,12,5,4,6,6.75,,,185,185,185,185,185,185,27.41,,,,,- None -,,- None -,- None -,3770,g,0.005628928,185,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Cabernet Wine Vinegar 6x300ml,CA111CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,No,- None -,27,60,,,,129,,
- None -,3.5,OOIL051-CA,6792,O Meyer Lemon Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,2,2,4,2,,,161,161,161,161,161,161,,,,,,- None -,,- None -,- None -,2980,g,0.00446208,,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Meyer Lemon Crushed Olive Oil 6x250ml,CA051CAN,43.86,0.000024,0.0000166,0.0000112,24,16.6,11.2,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,8,50,32,,97,129,,
- None -,3.5,OOIL104-CA,6804,O Orange Blossom Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,2,0,0,9,2.75,,,216,216,216,216,216,216,78.55,,,,,- None -,,- None -,- None -,3850,g,0.005928,216,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Orange Blossom Champagne Vinegar 6x300ml,CA104CAN,22.56,0.000024,0.000013,0.000019,24,13,19,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,No,- None -,11,49,,,,129,,
- None -,3.5,VIPW.5LT-CA,7319,Colavita Wine Vinegar Prosecco 2x5L,Colavita USA_Vinegar,Active,5,20,0,0,6.25,,,,,,,,,,,,,,- None -,,- None -,- None -,10659,g,0.01846986,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Wine Vinegar Prosecco 2x5L,V62,28.57,0.00003302,0.000017272,0.000032385,33.02,17.272,32.385,,105,,5,21,- None -,Pantry,Specialty Vinegars,2,Retail,1.00392E+13,Yes,Yes,No,- None -,25,,,,20,,,
- None -,3.5,OOIL102-CA,6796,O Citrus Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,55,87,36,41,54.75,,,174,174,174,174,174,174,3.18,,,,,- None -,,- None -,- None -,3700,g,0.005628928,174,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Citrus Champagne Vinegar 6x300ml,CA102CAN,23.97,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,219,353,,,,129,,
- None -,3.5,OOIL101-CA,6795,O Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,105,234,106,131,144,,,446,446,446,446,446,446,2.92,,,,,- None -,,- None -,- None -,3710,g,0.005628928,420,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Champagne Vinegar 6x300ml,CA101CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,576,1847,26,,,129,,
- None -,3.5,OOIL119-CA,6798,O California White Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,33,8,8,17,16.5,,,206,206,206,206,206,206,12.48,,,,,- None -,,- None -,- None -,3860,g,0.005628928,206,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California White Balsamic Vinegar 6x300ml,CA119CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,4.0634E+13,Yes,Yes,No,- None -,66,564,,,,129,,
- None -,3.5,VIBGLAZEV332-CA,7132,Colavita Balsamic Glaze 2x32oz,Colavita USA_Vinegar,Active,0,1,1,0,0.5,,,66,66,66,66,66,66,132,,,,,- None -,,- None -,- None -,2494,g,0.00358222,66,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Glaze 2x32oz,V33/2,10,0.00002731,0.00000826,0.00001588,27.31,8.26,15.88,1821,370,,5,74,- None -,Pantry,Specialty Vinegars,2,Retail,- None -,Yes,Yes,No,- None -,2,0,,,,1,,
- None -,3.5,OOIL121-CA,6799,O California Fig Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,25,20,10,15,17.5,,,808,808,808,808,808,808,46.17,,,,,- None -,,- None -,- None -,3930,g,0.005628928,808,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Fig Balsamic Vinegar 6x300ml,CA121CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,70,386,,,,129,,
- None -,3.5,OOIL105-CA,6797,O Pomegranate Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,14,6,2,55,19.25,,,120,120,120,120,120,120,6.23,,,,,- None -,,- None -,- None -,3770,g,0.005628928,120,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Pomegranate Champagne Vinegar 6x300ml,CA105CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,77,301,,,,129,,
- None -,3.5,FPCOL16-CA,1157,Colavita Hazelnut Whole Roasted 8x4.4lb,Colavita USA_Hazelnuts,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,16780,g,0.045758592,,Admin Portal,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Whole Roasted 8x4.4lb,FSAHW,247.44,0.0000314,0.0000276,0.0000528,31.4,27.6,52.8,730,100,,2,50,- None -,Pantry,Pickles and Antipasto,8,Retail,- None -,Yes,Yes,No,- None -,0,21,,,,1,,
- None -,3.5,OOIL011-CA,7117,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,Colavita USA_Oil,Active,1,1,1,3,1.5,,,21,21,21,21,21,21,14,,,,,- None -,,- None -,- None -,3130,g,0.007960703,21,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,CA011CAN,43.86,0.00002261,0.00001549,0.00002273,22.61,15.49,22.73,547,224,,7,32,- None -,Pantry,Infused Oils,6,Retail,3.0634E+13,Yes,Yes,No,- None -,6,0,,,,129,,
- None -,3.5,OOIL053-CA,6794,O Roasted Garlic Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,3,1,1,5,2.5,,,36,36,36,36,36,36,14.4,,,,,- None -,,- None -,- None -,3010,g,0.004731,36,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Roasted Garlic Crushed Olive Oil 6x250ml,CA053CAN,43.89,0.000025,0.0000166,0.0000114,25,16.6,11.4,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,4.0634E+13,Yes,Yes,Yes,- None -,10,67,,,,129,,
- None -,3.5,OOIL122-CA,6800,O California Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,7,7,2,11,6.75,,,306,306,306,306,306,306,45.33,,,,,- None -,,- None -,- None -,3880,g,0.005628928,306,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Balsamic Vinegar 6x300ml,CA122CAN,22.56,0.0000239,0.0000184,0.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,4.0634E+13,Yes,Yes,No,- None -,27,17,,,,129,,
- None -,3.5,FPCOL15-CA,1156,Colavita Hazelnut Chopped Roasted 8x4.4lb,Colavita USA_Hazelnuts,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,16330,g,0.045758592,,Admin Portal,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Chopped Roasted 8x4.4lb,FSAHN,220.48,0.0000314,0.0000276,0.0000528,31.4,27.6,52.8,730,100,,2,50,- None -,Pantry,Pickles and Antipasto,8,Retail,- None -,Yes,Yes,No,- None -,0,21,,,,1,,
- None -,3.5,SARM500-8PK-CA,6806,R.M. Passata 8x500ml (Tetra),Casalasco_Tomato Sauce,Active,4333,1758,263,210,1641,,,161,161,161,161,161,161,0.1,,,,,- None -,57,- None -,- None -,4380,g,0.0044548,161,Admin Portal,Regina Molisana,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,R.M. Passata 8x500ml (Tetra),20053382,4.152,0.000014,0.0000172,0.0000185,14,17.2,18.5,730,210,,7,30,- None -,Pantry,Pasta and Pasta Sauce,8,Retail,4.07799E+13,Yes,Yes,Yes,- None -,6564,4655,,,57,4166,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41540-CA,3376,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,Conserve Italia - Cirio,Do not Order,19,18,14,21,18,,,181,181,181,181,181,181,10,,,,,- None -,,- None -,- None -,8010,g,0.01027402,180,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,41540,9.96,0.0000146,0.000031,0.0000227,14.6,31,22.7,1095,120,,8,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,8.22356E+11,Yes,No,No,- None -,72,476,1,,,200,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41542-CA,3388,Cirio Napoletana Original Pasta Sauce 12x400ml,Conserve Italia - Cirio,Do not Order,14,20,10,15,14.75,,,116,116,116,116,116,116,7.8,,,,,- None -,,- None -,- None -,7970,g,0.01027402,115,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Napoletana Original Pasta Sauce 12x400ml,41542,9.96,0.0000146,0.000031,0.0000227,14.6,31,22.7,1095,135,,9,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,8.22356E+11,Yes,No,No,- None -,59,399,1,,,140,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR38338-CA,3385,Cirio Cuor Di Pelato 2x5Kg,Conserve Italia - Cirio,Do not Order,21,20,0,20,15.25,,,92,92,92,92,92,92,6.03,,,,,- None -,,- None -,- None -,10670,g,0.016408672,92,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Cuor Di Pelato 2x5Kg,38338,11.8,0.0000278,0.0000272,0.0000217,27.8,27.2,21.7,1095,90,,5,18,- None -,Food Service,Tomatoes and Paste,2,Retail,8.00144E+12,Yes,No,No,- None -,61,554,,,,160,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41541-CA,3377,Cirio Basilico Pasta Sauce With Basil 12x400ml,Conserve Italia - Cirio,Do not Order,28,36,24,26,28.5,,,538,538,538,538,538,538,18.81,,,,,- None -,,- None -,- None -,7930,g,0.01027402,536,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Basilico Pasta Sauce With Basil 12x400ml,41541,9.96,0.0000146,0.000031,0.0000227,14.6,31,22.7,1095,160,,8,20,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,8.22356E+11,Yes,No,No,- None -,114,1197,2,,,270,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41548-CA,3390,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),Conserve Italia - Cirio,Do not Order,0,0,0,3,0.75,,,30,30,30,30,30,30,40,,,,,- None -,,- None -,- None -,11000,g,0.01488095,30,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),41548,11.52,0.0000119,0.000041,0.0000305,11.9,41,30.5,,88,,11,8,- None -,Pantry,Tomatoes and Paste,12,Retail,8.22356E+11,Yes,No,No,- None -,3,534,,,,160,,
- None -,3.5,SARM720-MAR-CA,3670,R.M. Marinara Sauce 12x680ml,Conserve Italia_Tomato Sauce,Active,318,749,427,497,497.75,,,5146,5146,5146,5146,5146,5146,9.99,,,,,- None -,,- None -,- None -,12710,g,0.01618832,4971,Admin Portal,Regina Molisana,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,R.M. Marinara Sauce 12x680ml,44549,17.68,0.0000166,0.0000368,0.0000265,16.6,36.8,26.5,1095,90,77,9,10,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1991,5892,175,,94,1330,,
- None -,3.5,BEDOR05-CA,3887,Vita Sana Nectars Pear 24x125ml (4x6Pack),Conserve Italia_Nectars,Active,529,664,578,390,540.25,,,4252,4252,4252,4252,4252,4252,7.83,,,,,- None -,,- None -,- None -,5580,g,0.0072761,4231,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Pear 24x125ml (4x6Pack),41879,4.272,0.000013,0.000029,0.0000193,13,29,19.3,1095,200,160,10,20,- None -,Drinks,Nectars,4,Retail,1.07799E+13,Yes,Yes,Yes,- None -,2161,6908,21,,,1410,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR31916-CA,3398,Cirio Rustica Passata 12x680ml,Conserve Italia - Cirio,Do not Order,91,90,219,216,154,100,100,100,100,100,100,100,100,0.65,,,,,- None -,,- None -,- None -,12540,g,0.01693692,100,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Rustica Passata 12x680ml,31916,10.68,0.0000231,0.0000312,0.0000235,23.1,31.2,23.5,,90,,6,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,8.22356E+11,Yes,No,Yes,- None -,616,2549,,,,400,,
- None -,3.5,SARM720-BAS-CA,3692,R.M. Pomodoro and Basilico 12x680ml,Conserve Italia_Tomato Sauce,Active,524,342,494,293,413.25,,,4117,4117,4117,4117,4117,4117,9.94,,,,,- None -,,- None -,- None -,12830,g,0.01618832,4109,Admin Portal,Regina Molisana,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,R.M. Pomodoro & Basilico 12x680ml,44546,17.68,0.0000166,0.0000368,0.0000265,16.6,36.8,26.5,1095,90,77,9,10,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1653,5413,8,,,1280,,
- None -,3.5,BEDOR01-CA,3886,Vita Sana Nectars Peach 12x680ml,Conserve Italia_Nectars,Active,150,165,183,103,150.25,,,1167,1167,1167,1167,1167,1167,7.74,,,,,- None -,,- None -,- None -,12390,g,0.0163889,1163,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Peach 12x680ml,47656,7.488,0.000022,0.0000317,0.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,601,2496,4,,,400,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41348-CA,3384,Cirio Crushed Cuor Pomodoro 2x5Kg,Conserve Italia - Cirio,Do not Order,35,54,322,52,115.75,,,1448,1448,1448,1448,1448,1448,12.49,,,,,- None -,,- None -,- None -,10610,g,0.016408672,1446,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Crushed Cuor Pomodoro 2x5Kg,41348,10.8,0.0000278,0.0000272,0.0000217,27.8,27.2,21.7,1095,90,,5,18,- None -,Food Service,Tomatoes and Paste,2,Retail,8.00144E+12,Yes,No,Yes,- None -,463,4464,2,,,590,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR39788-CA,3389,Cirio Passata Strained Tomatoes 12x680ml,Conserve Italia - Cirio,Do not Order,63,42,123,144,93,89,89,89,89,89,89,89,89,0.96,,,,,- None -,,- None -,- None -,12550,g,0.016640008,89,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Passata Strained Tomatoes 12x680ml,39788,9.56,0.0000238,0.0000308,0.0000227,23.8,30.8,22.7,,90,,6,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,8.22356E+11,Yes,No,Yes,- None -,372,1505,,,,310,,
- None -,3.5,BEDOR02-CA,3888,Vita Sana Nectars Pear 12x680ml,Conserve Italia_Nectars,Active,256,366,305,239,291.5,,,3909,3909,3909,3909,3909,3909,13.4,,,,,- None -,,- None -,- None -,12480,g,0.0163889,3905,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Pear 12x680ml,0190 047659,7.488,0.000022,0.0000317,0.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1166,4694,4,,,890,,
- None -,3.5,BEDOR03-CA,3883,Vita Sana Nectars Apricot 12x680ml,Conserve Italia_Nectars,Active,82,88,79,51,75,,,510,510,510,510,510,510,6.8,,,,,- None -,,- None -,- None -,12400,g,0.0163889,510,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Apricot 12x680ml,47658,8.34,0.000022,0.0000317,0.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,300,1059,,,,250,,
- None -,3.5,BEDOR04-CA,3885,Vita Sana Nectars Peach 24x125ml (4x6Pack),Conserve Italia_Nectars,Active,417,470,328,314,382.25,,,5144,5144,5144,5144,5144,5144,13.45,,,,,- None -,,- None -,- None -,5630,g,0.0072761,5141,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Peach 24x125ml (4x6Pack),41880,4.272,0.000013,0.000029,0.0000193,13,29,19.3,1095,200,160,10,20,- None -,Drinks,Nectars,4,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1529,4729,3,,,1020,,
- None -,3.5,BAKGIOIA18-CA,3491,Gioia Safari Cookies 12x250g,Crich,Active,145,156,101,93,123.75,,,1188,1188,1188,1188,1188,1188,9.49,,,,,- None -,,- None -,- None -,2940,g,0.025259382,1175,Admin Portal,Gioia,"Crackers, Cookies, Snacks",705,CRICH Crich - Bonta Quotidiane,Livorno,Gioia Safari Cookies 12x250g,7301,7.32,0.0000222,0.0000391,0.0000291,22.2,39.1,29.1,365,70,,7,10,- None -,Pantry,Cookies,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,495,1445,13,,,600,,
- None -,3.5,BAKGIOIA03-CA,3487,Gioia Petite Beurre 12x500g,Crich,Active,457,453,318,273,375.25,,,1120,1120,1120,1120,1120,1120,2.92,1200,,,,- None -,1200,- None -,- None -,6800,g,0.031760932,1097,Admin Portal,Gioia,"Crackers, Cookies, Snacks",705,CRICH Crich - Bonta Quotidiane,Livorno,Gioia Petite Beurre 12x500g,7300,10.92,0.0000227,0.0000526,0.0000266,22.7,52.6,26.6,486,56,,7,8,- None -,Pantry,Cookies,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1501,4467,23,,,1200,,
- None -,3.5,VDODI07A-CA,3865,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,Denigris,Active,137,35,29,30,57.75,,,633,633,633,633,633,633,10.89,,,,,- None -,,- None -,- None -,4340,g,0.00581256,629,Admin Portal,Vita Sana,"Oil, Vinegars and Cooking Wine",741,DENIGR Denigris,Salerno,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,ARTMOLISANA16,23.34,0.0000195,0.0000207,0.0000144,19.5,20.7,14.4,1825,234,,6,39,- None -,Pantry,Balsamic Vinegar,6,Retail,1.07799E+13,Yes,Yes,Yes,- None -,231,246,4,,,936,,
