Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Maximum of Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,VLONGOSBALS03-CA,3543,Longos Curato Balsamic Glaze 12x250ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,384,- None -,- None -,9140,g,.007120224,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Glaze 12x250ml,LNBALMSQ250C12USA,24.84,.0000201,.0000164,.0000216,20.1,16.4,21.6,1821,192,,6,32,- None -,Pantry,Balsamic Vinegar,12,Private Label - Longos,10772468023606,Yes,Yes,No,0,576,,384,480,,
- None -,3.5,OCOXV.5-6pk-CA,6482,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,4236,4236,4236,4236,4236,4236,0,,,,,- None -,,- None -,- None -,5050,g,.009183232,4233,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 6x500ml (Timeless),CLEXEUTM500C6CAN,22.80,.0000256,.0000236,.0000152,25.6,23.6,15.2,546,180,180,6,30,- None -,Pantry,Olive Oils,6,Retail,18001876120020,Yes,Yes,Yes,0,5583,3,,1365,,
- None -,3.5,OCOXVCAL-CA,1169,Colavita EV Olive Oil California 6x750ml (Timeless),Colavita USA_Oil,Active,0,0,0,0,0,,145,145,145,145,145,145,0,,,,,- None -,240,- None -,- None -,7360,g,.0135135,145,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita EV Olive Oil California 6x750ml (Timeless),L88,39.60,.000027,.0000275,.0000182,27,27.5,18.2,546,120,120,6,20,- None -,Pantry,Olive Oils,6,Retail,10039153100883,Yes,Yes,Yes,0,715,,,1,,
- None -,3.5,OOIL119-CA,6798,O California White Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,240,240,240,240,240,240,0,,,,,- None -,,- None -,- None -,3860,g,.005628928,240,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California White Balsamic Vinegar 6x300ml,CA119CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,40634039350188,Yes,Yes,No,0,564,,,129,,
- None -,3.5,OOIL113-CA,6802,O Sherry Wine Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,36,36,36,36,36,36,0,,,,,- None -,60,- None -,- None -,3770,g,.005628928,36,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Sherry Wine Vinegar 6x300ml,CA113CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350058,Yes,Yes,No,0,182,,,129,,
- None -,3.5,FPCOL16-CA,1157,Colavita Hazelnut Whole Roasted 8x4.4lb,Colavita USA_Hazelnuts,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,16780,g,.045758592,,Admin Portal,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Whole Roasted 8x4.4lb,FSAHW,247.44,.0000314,.0000276,.0000528,31.4,27.6,52.8,730,100,,2,50,- None -,Pantry,Pickles and Antipasto,8,Retail,- None -,Yes,Yes,No,0,21,,,1,,
- None -,3.5,VIBGLAZEV332-CA,7132,Colavita Balsamic Glaze 2x32oz,Colavita USA_Vinegar,Active,0,0,0,0,0,,66,66,66,66,66,66,0,,,,,- None -,,- None -,- None -,2494,g,.003582219928,66,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Glaze 2x32oz,V33/2,10.00,.00002731,.00000826,.00001588,27.31,8.26,15.88,1821,370,,5,74,- None -,Pantry,Specialty Vinegars,2,Retail,- None -,Yes,Yes,No,0,0,,,1,,
- None -,3.5,OOIL122-CA,6800,O California Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,314,314,314,314,314,314,0,,,,,- None -,,- None -,- None -,3880,g,.005628928,314,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Balsamic Vinegar 6x300ml,CA122CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,40634039350133,Yes,Yes,No,0,17,,,129,,
- None -,3.5,OOIL101-CA,6795,O Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,673,673,673,673,673,673,0,,,,,- None -,,- None -,- None -,3710,g,.005628928,573,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Champagne Vinegar 6x300ml,CA101CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350089,Yes,Yes,Yes,0,1847,100,,129,,
- None -,3.5,OOIL052-CA,6793,O Blood Orange Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,0,0,0,,165,165,165,165,165,165,0,,,,,- None -,,- None -,- None -,2980,g,.00446208,,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Blood Orange Crushed Olive Oil 6x250ml,CA052CAN,43.89,.000024,.0000166,.0000112,24,16.6,11.2,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,40634039050026,Yes,Yes,Yes,0,67,36,93,129,,
- None -,3.5,OOIL104-CA,6804,O Orange Blossom Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,218,218,218,218,218,218,0,,,,,- None -,,- None -,- None -,3850,g,.005928,218,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Orange Blossom Champagne Vinegar 6x300ml,CA104CAN,22.56,.000024,.000013,.000019,24,13,19,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350638,Yes,Yes,No,0,49,,,129,,
- None -,3.5,OOIL051-CA,6792,O Meyer Lemon Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,0,0,0,,161,161,161,161,161,161,0,,,,,- None -,,- None -,- None -,2980,g,.00446208,,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Meyer Lemon Crushed Olive Oil 6x250ml,CA051CAN,43.86,.000024,.0000166,.0000112,24,16.6,11.2,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,40634039050019,Yes,Yes,Yes,0,50,32,97,129,,
- None -,3.5,OOIL111-CA,6801,O Cabernet Wine Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,197,197,197,197,197,197,0,,,,,- None -,,- None -,- None -,3770,g,.005628928,197,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Cabernet Wine Vinegar 6x300ml,CA111CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350126,Yes,Yes,No,0,60,,,129,,
- None -,3.5,VIPW.5LT-CA,7319,Colavita Wine Vinegar Prosecco 2x5L,Colavita USA_Vinegar,Active,0,0,0,0,0,,,,,,,,0,,,,,- None -,25,- None -,- None -,10659,g,.0184698598344,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Wine Vinegar Prosecco 2x5L,V62,28.57,.00003302,.000017272,.000032385,33.02,17.272,32.385,,105,,5,21,- None -,Pantry,Specialty Vinegars,2,Retail,10039153413693,Yes,Yes,No,0,,,,,,
- None -,3.5,OOIL105-CA,6797,O Pomegranate Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,135,135,135,135,135,135,0,,,,,- None -,,- None -,- None -,3770,g,.005628928,135,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Pomegranate Champagne Vinegar 6x300ml,CA105CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350478,Yes,Yes,Yes,0,301,,,129,,
- None -,3.5,OOIL011-CA,7117,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,Colavita USA_Oil,Active,0,0,0,0,0,,22,22,22,22,22,22,0,,,,,- None -,,- None -,- None -,3130,g,.007960702897,22,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Premium EVOO  (Plastic Squeeze Bottle) 6x500ml,CA011CAN,43.86,.00002261,.00001549,.00002273,22.61,15.49,22.73,547,224,,7,32,- None -,Pantry,Infused Oils,6,Retail,30634039000925,Yes,Yes,No,0,0,,,129,,
- None -,3.5,OOIL121-CA,6799,O California Fig Balsamic Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,838,838,838,838,838,838,0,,,,,- None -,,- None -,- None -,3930,g,.005628928,838,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O California Fig Balsamic Vinegar 6x300ml,CA121CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Balsamic Vinegar,6,Retail,40634039350218,Yes,Yes,Yes,0,386,,,129,,
- None -,3.5,FPCOL15-CA,1156,Colavita Hazelnut Chopped Roasted 8x4.4lb,Colavita USA_Hazelnuts,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,16330,g,.045758592,,Admin Portal,Colavita,Condiments and Toppings,1644,COLUSA Colavita USA,USA,Colavita Hazelnut Chopped Roasted 8x4.4lb,FSAHN,220.48,.0000314,.0000276,.0000528,31.4,27.6,52.8,730,100,,2,50,- None -,Pantry,Pickles and Antipasto,8,Retail,- None -,Yes,Yes,No,0,21,,,1,,
- None -,3.5,OCOXV.10CAN-CA,1059,Colavita Oil Canola (80) / EV Olive (20) 1x10L (Bag in Box),Colavita USA_Oil,Active,0,0,0,0,0,,911,911,911,911,911,911,0,,,,,- None -,,- None -,- None -,8982,g,.012616128,911,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,- None -,L58BB,26.00,.0000168,.0000252,.0000298,16.8,25.2,29.8,546,64,,4,16,- None -,Pantry,Vegetable Oils,,Retail,039153431881,Yes,Yes,Yes,0,1553,,,129,,
- None -,3.5,OOIL053-CA,6794,O Roasted Garlic Crushed Olive Oil 6x250ml,Colavita USA_Oil,Active,0,0,0,0,0,,39,39,39,39,39,39,0,,,,,- None -,,- None -,- None -,3010,g,.004731,39,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Roasted Garlic Crushed Olive Oil 6x250ml,CA053CAN,43.89,.000025,.0000166,.0000114,25,16.6,11.4,730,252,,4,63,- None -,Pantry,Infused Oils,6,Retail,40634039050163,Yes,Yes,Yes,0,67,,,129,,
Do Not Reorder - Sell through/Make Inactive,3.5,VIBAV24-CA,4200,Colavita Balsamic Aged Vinegar IGP 6x250ml,Colavita_Vinegar,Do not Order,0,0,0,0,0,,57,57,57,57,57,57,0,,,,,- None -,,- None -,- None -,,- None -,,57,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,Colavita Balsamic Aged Vinegar IGP 6x250ml,V24,26.79,,,,,,,,126,,7,18,- None -,Pantry,Balsamic Vinegar,6,Retail,10391534133751,Yes,No,No,0,,,,1,,
- None -,3.5,OOIL102-CA,6796,O Citrus Champagne Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,288,288,288,288,288,288,0,,,,,- None -,,- None -,- None -,3700,g,.005628928,233,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Citrus Champagne Vinegar 6x300ml,CA102CAN,23.97,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350119,Yes,Yes,Yes,0,353,55,,129,,
- None -,3.5,OOIL117-CA,6803,O Yuzu Rice Vinegar 6x300ml,Colavita USA_Vinegar,Active,0,0,0,0,0,,355,355,355,355,355,355,0,,,,,- None -,500,- None -,- None -,3710,g,.005628928,255,Admin Portal,O,"Oil, Vinegars and Cooking Wine",1644,COLUSA Colavita USA,USA,O Yuzu Rice Vinegar 6x300ml,CA117CAN,22.56,.0000239,.0000184,.0000128,23.9,18.4,12.8,1821,250,,5,50,- None -,Pantry,Specialty Vinegars,6,Retail,40634039350140,Yes,Yes,Yes,0,1696,100,25,129,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41548-CA,3390,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,30,30,30,30,30,30,0,,,,,- None -,,- None -,- None -,11000,g,.01488095,30,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),41548,11.52,.0000119,.000041,.0000305,11.9,41,30.5,,88,,11,8,- None -,Pantry,Tomatoes and Paste,12,Retail,00822356000752,Yes,No,Yes,0,534,,,160,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41540-CA,3376,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,206,206,206,206,206,206,0,,,,,- None -,,- None -,- None -,8010,g,.01027402,206,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,41540,9.96,.0000146,.000031,.0000227,14.6,31,22.7,,120,,8,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000578,Yes,No,No,0,476,,,200,,
- None -,3.5,SARM500-8PK-CA,6806,R.M. Passata 8x500ml (Tetra),Casalasco_Tomato Sauce,Active,0,0,0,0,0,,6513,6513,6513,6513,6513,6513,0,,,,,- None -,,- None -,- None -,4380,g,.0044548,6513,Admin Portal,Regina Molisana,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,R.M. Passata 8x500ml (Tetra),20053382,4.152,.000014,.0000172,.0000185,14,17.2,18.5,730,210,,7,30,- None -,Pantry,Pasta and Pasta Sauce,8,Retail,40779921800782,Yes,Yes,Yes,0,4655,,108,4166,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41542-CA,3388,Cirio Napoletana Original Pasta Sauce 12x400ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,137,137,137,137,137,137,0,,,,,- None -,,- None -,- None -,7970,g,.01027402,136,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Napoletana Original Pasta Sauce 12x400ml,41542,9.96,.0000146,.000031,.0000227,14.6,31,22.7,,135,,9,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000592,Yes,No,No,0,399,1,,140,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41541-CA,3377,Cirio Basilico Pasta Sauce With Basil 12x400ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,576,576,576,576,576,576,0,,,,,- None -,,- None -,- None -,7930,g,.01027402,576,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Basilico Pasta Sauce With Basil 12x400ml,41541,9.96,.0000146,.000031,.0000227,14.6,31,22.7,,160,,8,20,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000585,Yes,No,No,0,1197,,,270,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR38338-CA,3385,Cirio Cuor Di Pelato 2x5Kg,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,113,113,113,113,113,113,0,,,,,- None -,,- None -,- None -,10670,g,.016408672,113,Admin Portal,Cirio,Canned and Jarred,688,CONSERVE ITALIA Conserve Italia,Livorno,Cirio Cuor Di Pelato 2x5Kg,38338,11.80,.0000278,.0000272,.0000217,27.8,27.2,21.7,,90,,5,18,- None -,Food Service,Tomatoes and Paste,2,Retail,08001440312991,Yes,No,No,0,554,,,160,,
- None -,3.5,BEDOR04-CA,3885,Vita Sana Nectars Peach 24x125ml (4x6Pack),Conserve Italia_Nectars,Active,0,0,0,0,0,,5469,5469,5469,5469,5469,5469,0,,,,,- None -,200,- None -,- None -,5630,g,.0072761,5455,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Peach 24x125ml (4x6Pack),41880,4.272,.000013,.000029,.0000193,13,29,19.3,1095,200,160,10,20,- None -,Drinks,Nectars,4,Retail,10779921901402,Yes,Yes,Yes,0,4729,14,,1020,,
- None -,3.5,BEDOR03-CA,3883,Vita Sana Nectars Apricot 12x680ml,Conserve Italia_Nectars,Active,0,0,0,0,0,,615,615,615,615,615,615,0,,,,,- None -,,- None -,- None -,12400,g,.0163889,614,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Apricot 12x680ml,47658,8.34,.000022,.0000317,.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,10779921901204,Yes,Yes,Yes,0,1059,1,,250,,
- None -,3.5,SARM720-MAR-CA,3670,R.M. Marinara Sauce 12x680ml,Conserve Italia_Tomato Sauce,Active,0,0,0,0,0,,5734,5734,5734,5734,5734,5734,0,,,,,- None -,280,- None -,- None -,12710,g,.01618832,5239,Admin Portal,Regina Molisana,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,R.M. Marinara Sauce 12x680ml,44549,17.68,.0000166,.0000368,.0000265,16.6,36.8,26.5,1095,90,77,9,10,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921800200,Yes,Yes,Yes,0,5892,6,544,1330,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR31916-CA,3398,Cirio Rustica Passata 12x680ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,177,177,177,177,177,177,0,,,,,- None -,90,- None -,- None -,12540,g,.01693692,177,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Rustica Passata 12x680ml,31916,10.68,.0000231,.0000312,.0000235,23.1,31.2,23.5,,90,,6,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000745,Yes,No,Yes,0,2549,,,400,,
- None -,3.5,BEDOR02-CA,3888,Vita Sana Nectars Pear 12x680ml,Conserve Italia_Nectars,Active,0,0,0,0,0,,4301,4301,4301,4301,4301,4301,0,,,,,- None -,,- None -,- None -,12480,g,.0163889,4295,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Pear 12x680ml,0190 047659,7.488,.000022,.0000317,.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,10779921901006,Yes,Yes,Yes,0,4694,6,,890,,
- None -,3.5,BEDOR01-CA,3886,Vita Sana Nectars Peach 12x680ml,Conserve Italia_Nectars,Active,0,0,0,0,0,,1371,1371,1371,1371,1371,1371,0,,,,,- None -,,- None -,- None -,12390,g,.0163889,1370,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Peach 12x680ml,47656,7.488,.000022,.0000317,.0000235,22,31.7,23.5,1095,90,72,6,15,- None -,Drinks,Nectars,12,Retail,10779921901105,Yes,Yes,Yes,0,2496,1,,400,,
- None -,3.5,SARM720-BAS-CA,3692,R.M. Pomodoro and Basilico 12x680ml,Conserve Italia_Tomato Sauce,Active,0,0,0,0,0,,4718,4718,4718,4718,4718,4718,0,,,,,- None -,,- None -,- None -,12830,g,.01618832,4717,Admin Portal,Regina Molisana,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,R.M. Pomodoro & Basilico 12x680ml,44546,17.68,.0000166,.0000368,.0000265,16.6,36.8,26.5,1095,90,77,9,10,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921800705,Yes,Yes,Yes,0,5413,1,,1280,,
- None -,3.5,BEDOR05-CA,3887,Vita Sana Nectars Pear 24x125ml (4x6Pack),Conserve Italia_Nectars,Active,0,0,0,0,0,,4795,4795,4795,4795,4795,4795,0,,,,,- None -,200,- None -,- None -,5580,g,.0072761,4781,Admin Portal,Vita Sana,Juice,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Vita Sana Nectars Pear 24x125ml (4x6Pack),41879,4.272,.000013,.000029,.0000193,13,29,19.3,1095,200,160,10,20,- None -,Drinks,Nectars,4,Retail,10779921901303,Yes,Yes,Yes,0,6908,14,,1410,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR41348-CA,3384,Cirio Crushed Cuor Pomodoro 2x5Kg,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,1504,1504,1504,1504,1504,1504,0,,,,,- None -,,- None -,- None -,10610,g,.016408672,1501,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Crushed Cuor Pomodoro 2x5Kg,41348,10.80,.0000278,.0000272,.0000217,27.8,27.2,21.7,,90,,5,18,- None -,Food Service,Tomatoes and Paste,2,Retail,08001440310423,Yes,No,Yes,0,4464,3,,590,,
Do Not Reorder - Sell through/Make Inactive,3.5,SACIR39788-CA,3389,Cirio Passata Strained Tomatoes 12x680ml,Conserve Italia - Cirio,Do not Order,0,0,0,0,0,,91,91,91,91,91,91,0,,,,,- None -,90,- None -,- None -,12550,g,.016640008,,Admin Portal,Cirio,Canned and Jarred,12366,Conserve Italia USA Conserve Italia USA Corporation,Livorno,Cirio Passata Strained Tomatoes 12x680ml,39788,9.56,.0000238,.0000308,.0000227,23.8,30.8,22.7,,90,,6,15,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,00822356000738,Yes,No,Yes,0,1505,91,,310,,
- None -,3.5,BAKGIOIA03-CA,3487,Gioia Petite Beurre 12x500g,Crich,Active,0,0,0,0,0,,472,472,472,472,472,472,0,1200,1200,3/15/2026,,- None -,1200,- None -,- None -,6800,g,.031760932,466,Admin Portal,Gioia,"Crackers, Cookies, Snacks",705,CRICH Crich - Bonta Quotidiane,Livorno,Gioia Petite Beurre 12x500g,7300,10.92,.0000227,.0000526,.0000266,22.7,52.6,26.6,486,56,,7,8,- None -,Pantry,Cookies,12,Retail,10779921100706,Yes,Yes,Yes,0,4467,6,,1200,,
- None -,3.5,BAKGIOIA18-CA,3491,Gioia Safari Cookies 12x250g,Crich,Active,0,0,0,0,0,,1378,1378,1378,1378,1378,1378,0,,,,,- None -,,- None -,- None -,2940,g,.025259382,1371,Admin Portal,Gioia,"Crackers, Cookies, Snacks",705,CRICH Crich - Bonta Quotidiane,Livorno,Gioia Safari Cookies 12x250g,7301,7.32,.0000222,.0000391,.0000291,22.2,39.1,29.1,365,70,,7,10,- None -,Pantry,Cookies,12,Retail,10779921100713,Yes,Yes,Yes,0,1445,7,,600,,
- None -,3.5,VDODI07A-CA,3865,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,Denigris,Active,0,0,0,0,0,,780,780,780,780,780,780,0,,,,,- None -,,- None -,- None -,4340,g,.00581256,780,Admin Portal,Vita Sana,"Oil, Vinegars and Cooking Wine",741,DENIGR Denigris,Salerno,Vita Sana Balsamic Vinegar of Modena IGP 6x250ml,ARTMOLISANA16,23.34,.0000195,.0000207,.0000144,19.5,20.7,14.4,1825,234,,6,39,- None -,Pantry,Balsamic Vinegar,6,Retail,10779921363316,Yes,Yes,No,0,246,,,936,,
- None -,3.5,VDODI14-CA,3652,R.M. Balsamic Vinegar of Modena 12x500ml,Denigris,Active,0,0,0,0,0,,82,82,82,82,82,82,0,,,,,- None -,440,- None -,- None -,12260,g,.013735575,82,Admin Portal,Regina Molisana,"Oil, Vinegars and Cooking Wine",741,DENIGR Denigris,Salerno,R.M. Balsamic Vinegar of Modena 12x500ml,ARTMOLISANA08,25.68,.0000285,.0000255,.0000189,28.5,25.5,18.9,1825,110,,5,22,- None -,Pantry,Balsamic Vinegar,12,Retail,10779921363859,Yes,Yes,Yes,0,355,,,550,,
- None -,3.5,VINWB01-CA,3696,R.M. White Vinegar of Modena 12x500ml,Denigris,Active,0,0,0,0,0,,545,545,545,545,545,545,0,,,,,- None -,,- None -,- None -,12190,g,.013951035,544,Admin Portal,Regina Molisana,"Oil, Vinegars and Cooking Wine",741,DENIGR Denigris,Salerno,R.M. White Vinegar of Modena 12x500ml,ARTMOLISANA07,25.68,.0000285,.0000259,.0000189,28.5,25.9,18.9,1825,110,,5,22,- None -,Pantry,Balsamic Vinegar,12,Retail,10779921363866,Yes,Yes,Yes,0,1718,1,,550,,
- None -,3.5,PACM004DR-CA,6146,David Rocco Pasta Strozzapreti 12x400g,Dibenedetto,Active,0,0,0,0,0,,199,199,199,199,199,199,0,100,100,4/12/2026,,- None -,150,- None -,- None -,5310,g,.02088261,198,Admin Portal,David Rocco CIO,Pasta,748,DIBENE Pastificio DiBenedetto,Salerno,David Rocco Pasta Strozzapreti 12x400g,T05.07,8.64,.000021,.0000261,.0000381,21,26.1,38.1,790,60,,5,12,- None -,Pantry,Artisanal Short Cuts,12,Retail,10779921600930,Yes,Yes,Yes,0,1087,1,,100,,
- None -,3.5,PACM014-CA,3899,Vita Sana Pasta Trofie 12x450g,Dibenedetto,Active,0,0,0,0,0,,35,35,35,35,35,35,0,,,,,- None -,50,- None -,- None -,5940,g,.02088261,35,Admin Portal,Vita Sana,Pasta,748,DIBENE Pastificio DiBenedetto,Salerno,Vita Sana Pasta Trofie 12x450g,T07.04,8.40,.000021,.0000261,.0000381,21,26.1,38.1,790,60,,5,12,- None -,Pantry,Artisanal Short Cuts,12,Retail,10779921600909,Yes,Yes,No,0,133,,,100,,
