Item Name,Item ID,Display Name,Case UPC Code,Pallet Qty,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Maximum of Committed,Sum of On Hold,Sum of Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average
(A) Additional Cases Over 1200 Cases,7286,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Additional SKU's over 5 SKUs,7289,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Admin Fee,7281,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Dry Offload Floor-Loaded Container Upto 1200 cases & 5 SKU's,7287,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Initial Storage,7283,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Initial Storage OS,7285,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) OVERSIZED 2x,7294,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) PALLET,7295,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet IN Receiving,7271,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet Out,7280,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet Pick,7278,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet Pick and Out,7292,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet Put Away,7276,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet Put Away - Floor Loaded,7279,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Pallet Rework,7284,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Rush Fee (Same Day),7288,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(A) Shrink Wrap,7282,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(T) Initial Storage Temp,7290,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(T) Temp - Offload Floor-Loaded Container Upto 1200 cases & 5 SKU's,7291,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
(T) Temp Ctrl Pallet,7293,- None -,- None -,,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI104331486-CA,7014,Perugina Baci Quick Display 1x,- None -,100,Baci_Displayer,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI104936513-CA,7025,Baci Perugina Displayer Header with Base (part 1 of 2),- None -,100,Baci_Displayer,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI104936519-CA,7023,Baci Perugina Displayer Buckets (part 2 of 2),- None -,100,Baci_Displayer,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12363320-CA,6985,Perugina Bar Dark 51% 12x86g,839456004603,100,Baci_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12405295-CA,6953,Baci Bag Original Dark 12x125g,- None -,100,Baci_Chocolate,- None -,- None -,- None -,2,,,,,1508,,1508,- None -,1508,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
BACI12439386-CA,6956,Baci Bulk Original Dark 3x1Kg,8000300388916,100,Baci_Chocolate,- None -,- None -,- None -,,,,,,120,,520,- None -,120,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
BACI12439598-CA,6959,Baci Bag Milk 12x125g,839456005662,100,Baci_Chocolate,- None -,- None -,- None -,2,,,,,704,,704,- None -,704,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
BACI12439610-CA,6960,Baci Box 12Pcs Milk 6x150g,839456005440,100,Baci_Chocolate,- None -,- None -,- None -,1,,,,,997,,2297,- None -,997,3/24/2026,13,.43,0,- None -,- None -,0,0,0,0,0
BACI12439675-CA,6961,Baci Box 12Pcs Original Dark 6x150g,839456005464,100,Baci_Chocolate,- None -,- None -,- None -,1,,,,,1748,,2548,- None -,803,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
BACI12497895-CA,6994,Baci Box 28Pcs Original Dark 6x350g,- None -,100,Baci_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12497895-PA,7202,Baci Box 28Pcs Original Dark 264 (6x350g) DISPLAY PALLET,- None -,100,Baci_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12531682-CA,6965,Baci Bag Easter Mini Eggs Milk 20x150g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12531685-CA,6966,Baci Bag Easter Mini Eggs Original Dark 20x150g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12531696-CA,6967,Baci Bag Easter Mini Eggs Assorted 20x150g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12532528-CA,6968,Perugina Egg Easter Dark 12x245g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,10,,10,- None -,10,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
BACI12532557-CA,6969,Perugina Egg Easter Milk 12x245g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,20,,20,- None -,20,3/23/2026,12,.4,0,- None -,- None -,0,0,0,0,0
BACI12533587-CA,6970,Baci Egg Easter Milk 12x265g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12533665-CA,6971,Baci Egg Easter Original Dark 12x265g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12534834-CA,6972,Baci Egg Easter Hazelnut 6x255g,- None -,100,Baci_Easter Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12560167-CA,6977,Baci BAG Coffee 12x125g,8000300421361,100,Baci_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12562416-CA,7049,Baci Box Original Sparkling - Blue -  20Pcs  10x250g,- None -,100,Baci_XMAS Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12565331-CA,6974,Baci Box Heart Original Dark 20x100g,8000300394382,100,Baci_Valentine Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12595334-CA,7047,Baci Box Assorted Sparkling - Gold -  20Pcs 10x250g,- None -,100,Baci_XMAS Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12595564-CA,7015,Perugina Baci Advent Calendar Ramb 10x278g,- None -,100,Baci_XMAS Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BACI12597082-CA,7048,Baci Box Assorted Sparkling - Silver -  20Pcs  10x250g,- None -,100,Baci_XMAS Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKGIOIA03-CA,3487,Gioia Petite Beurre 12x500g,779921100709,56,Crich,- None -,- None -,- None -,4,,,,,1200,,1200,- None -,1200,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
BAKGIOIA04-CA,3490,Gioia S Biscuits 24x200g,779921100907,63,Hollandia,- None -,- None -,- None -,,,,,,,,433,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKGIOIA08A-CA,6914,Gioia Cookies Hazelnut Cream Fill 14x150g,- None -,160,Biscottificio,- None -,- None -,- None -,,,,,,144,,144,- None -,144,4/8/2026,28,.93,0,- None -,- None -,0,0,0,0,0
BAKGIOIA09A-CA,6915,Gioia Cookies Lemon Cream Fill 14x150g,- None -,160,Biscottificio,- None -,- None -,- None -,1,,,,,144,,144,- None -,144,4/8/2026,28,.93,0,- None -,- None -,0,0,0,0,0
BAKGIOIA10-CA,5472,Gioia Savoiardi 15x400g,779921105001,45,Bonomi,- None -,- None -,- None -,8,,,,,4846,,20073,- None -,1446,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
BAKGIOIA12-CA,3492,Gioia Sfogliatine 12x200g,779921100969,84,Bonomi,- None -,- None -,- None -,12,,,,,513,,513,- None -,513,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
BAKGIOIA17-CA,3470,Gioia Cantuccini Mandorle 1x2Kg(Aprox 215-220 Units),- None -,70,Panducale,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKGIOIA18-CA,3491,Gioia Safari Cookies 12x250g,779921100716,70,Crich,- None -,- None -,- None -,1,,,,,,,70,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKGIOIA19-CA,7031,Gioia Mini Torta 12x390 g,- None -,72,Freddi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKMA05-CA,3469,Gioia Cantuccini (Tozetti) Almond 12x200g,779921082234,70,Panducale,- None -,- None -,- None -,12,,,,,100,,100,- None -,403,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
BAKMA29A-CA,3476,Gioia Croissants Chocolate 8x270g,779921108101,96,Balconi,- None -,- None -,- None -,1,,,,,,,1100,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKMA31A-CA,3478,Gioia Croissants Cream 8x270g,779921108200,96,Balconi,- None -,- None -,- None -,2,,,,,789,,1889,- None -,789,3/15/2026,4,.13,0,- None -,- None -,0,0,0,0,0
BAKMA41-CA,3466,Gioia Amaretti Biscuits 12x200g,779921082210,70,Panducale,- None -,- None -,- None -,5,,,,,,,,- None -,412,3/1/2026,-10,-.33,0,- None -,- None -,0,0,0,0,0
BAKMB17503-CA,3607,Mulino Bianco Pan Di Stelle Hazelnut Spread 10x380g (Special order),- None -,160,Mulino Bianco,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKMB182641-CA,3611,Mulino Bianco Pavesini Plain 12x200g,8013355500882,56,Mulino Bianco,- None -,- None -,- None -,2,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKMOV10000-CA,5116,Venchi Assorted Bag 12x200 g,779921089011,,Molisana Imports,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKMOV10001-CA,5117,Venchi Assorted Baroque Bag 12x175g,779921089035,,Molisana Imports,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKPAN01-CA,3640,PC Cantucci Almond 12x250g,- None -,81,Panducale_PL PC,- None -,- None -,- None -,,,,,,540,,540,- None -,540,4/1/2026,21,.7,0,- None -,- None -,0,0,0,0,0
BAKV104382-CA,6304,Venchi Bulk Espresso Coffee 5x1kg,- None -,54,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV105138-CA,5501,Venchi Bulk Cubotto Chocaviar 75% Dark 5kg,- None -,,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV105167-CA,6827,Venchi Bulk Chocoviar Stracciatella 5kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV105168-CA,6831,Venchi Bulk Chocoviar Arancia 5kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,20,2/28/2026,-11,-.37,0,- None -,- None -,0,0,0,0,0
BAKV105182-CA,2082,Venchi Bulk Cubotto Chocaviar Creme Brulee 5x1Kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV105185-CA,6742,Venchi Bulk Chocoviar Crema Cacao 5x1kg,- None -,54,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV105187-CA,2088,Venchi Bulk Chocaviar Pistachio 5x1kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV107272-CA,6271,Venchi Gift Murrine Cremini Box 10x127g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV107294-CA,6760,Venchi Gift Murrine Maxi Book TIN 8x200g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV107295-CA,6918,Venchi Gift Murrine MINI Book TIN  16x115g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,48,2/28/2026,-11,-.37,0,- None -,- None -,0,0,0,0,0
BAKV107298-CA,6919,Venchi Gift Murrine SMALL Hamper Gift box 10x200g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV107299-CA,6917,Venchi Gift Murrine Heart Box 8x194g,- None -,100,Venchi_Valentine Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV107300-CA,6588,Venchi Gift Murrine Bag 8x150g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,1,,1,- None -,24,2/28/2026,-11,-.37,0,- None -,- None -,0,0,0,0,0
BAKV108189-CA,2196,Venchi Bulk Milk Chocomousse 5Kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV108311-CA,6295,Venchi Bulk Pearl Pistachio 5x1kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV112443-CA,6832,Venchi Bulk Tiramisu 5kg,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV114078-CA,6839,Venchi Spread Hazelnut 12x200g,- None -,96,Venchi,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116020-CA,5516,Venchi Bar Extra Dark Hazelnut 70% 24x100g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116022-CA,3799,Venchi Bar Milk Hazelnut 24x100g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116023-CA,3838,Venchi Bar White Chocolate Hazelnut w Salted Nuts 24x100g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116209-CA,3763,Venchi Bar Cremino 24x110g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116211-CA,3813,Venchi Bar Pistachio Cremino 24x110g,- None -,168,Venchi_Chocolate,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116350-CA,6938,Venchi Bar Milk Chocolate 24x78g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116354-CA,6940,Venchi Bar 75% Extra Dark Chocolate 24x78g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116449-CA,6780,Venchi Cocoa Single Dose For Hot Chocolate 28x30g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116639-CA,6765,Venchi Bar Tiramisu 24x110g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
BAKV116651-CA,6767,Venchi Bar Snack Choconougatine 32x35g,- None -,100,Venchi_Chocolate,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,- None -,- None -,0,0,0,0,0
